student_id,term,campus,modality,discipline,discipline_area,workload_hours,attendance_pct,exam1_grade,exam2_grade,project_grade,participation_grade,final_grade,letter_grade,status,approval,fail_reason,age_range,employment_status
S0472,2024.2,Campus B,Presencial,Feature Engineering,ML/AI,64,90.5,74.4,86.6,70.4,88.3,77.3,C,Aprovado,1,,25-29,Tempo integral
S0472,2025.1,Campus B,Presencial,Statistics for Data,Analytics,48,93.9,76.7,51.3,69.5,91.0,68.9,D,Reprovado,0,low_grade,25-29,Tempo integral
S0473,2024.1,Campus C,Online,Data Engineering II,Engineering,32,60.4,76.4,85.6,100.0,57.9,86.3,B,Trancado,0,withdraw,25-29,Tempo integral
S0473,2024.1,Campus C,Presencial,Big Data & Spark,Engineering,32,80.7,58.0,86.7,66.3,78.8,70.6,C,Aprovado,1,,25-29,Tempo integral
S0473,2024.1,Campus C,Online,Streaming Systems,Engineering,48,58.9,78.3,51.9,74.6,60.0,68.4,D,Reprovado,0,low_attendance,25-29,Tempo integral
S0473,2025.1,Campus C,Presencial,MLOps Foundations,ML/AI,32,90.1,75.2,64.2,61.3,97.8,69.1,D,Reprovado,0,low_grade,25-29,Tempo integral
S0473,2025.1,Campus C,Presencial,Feature Engineering,ML/AI,32,94.6,77.4,69.5,87.2,98.9,81.5,B,Aprovado,1,,25-29,Tempo integral
S0473,2025.1,Campus C,Presencial,Statistics for Data,Analytics,48,88.8,75.1,60.0,86.4,91.4,77.5,C,Aprovado,1,,25-29,Tempo integral
S0474,2024.1,Campus A,Híbrido,Data Engineering II,Engineering,48,84.3,97.0,85.0,86.0,93.4,89.3,B,Aprovado,1,,20-24,Meio período
S0474,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,64,83.4,71.3,70.9,74.0,83.4,73.5,C,Aprovado,1,,20-24,Meio período
S0474,2024.1,Campus A,Presencial,Streaming Systems,Engineering,48,96.0,55.7,78.0,79.5,95.6,74.8,C,Aprovado,1,,20-24,Meio período
S0474,2024.1,Campus A,Presencial,MLOps Foundations,ML/AI,48,87.6,87.7,49.8,75.7,78.1,72.4,C,Aprovado,1,,20-24,Meio período
S0474,2024.1,Campus A,Online,Feature Engineering,ML/AI,48,75.7,73.8,86.4,87.3,72.9,82.3,B,Aprovado,1,,20-24,Meio período
S0474,2024.1,Campus A,Presencial,Statistics for Data,Analytics,48,93.7,65.7,51.1,77.5,89.3,69.1,D,Reprovado,0,low_grade,20-24,Meio período
S0475,2024.2,Campus A,Online,Data Engineering II,Engineering,64,72.2,72.8,69.1,74.4,69.8,72.2,C,Reprovado,0,low_attendance,25-29,Meio período
S0475,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,64,77.2,74.4,75.0,75.5,77.6,75.3,C,Aprovado,1,,25-29,Meio período
S0475,2024.2,Campus A,Presencial,Streaming Systems,Engineering,64,82.5,69.6,77.0,89.0,75.7,79.8,C,Aprovado,1,,25-29,Meio período
S0475,2024.1,Campus A,Online,MLOps Foundations,ML/AI,32,81.6,87.5,57.2,75.2,76.3,73.9,C,Aprovado,1,,25-29,Meio período
S0475,2025.1,Campus A,Presencial,Feature Engineering,ML/AI,32,94.2,75.7,76.8,77.6,97.1,78.9,C,Aprovado,1,,25-29,Meio período
S0475,2024.2,Campus A,Presencial,Statistics for Data,Analytics,32,84.4,45.0,79.1,78.5,90.4,71.5,C,Aprovado,1,,25-29,Meio período
S0476,2024.1,Campus B,Online,Data Engineering II,Engineering,32,75.5,66.2,60.0,80.3,77.8,71.4,C,Aprovado,1,,25-29,Desempregado
S0476,2024.1,Campus B,Híbrido,Big Data & Spark,Engineering,32,80.4,58.8,81.8,53.4,85.2,65.1,D,Reprovado,0,low_grade,25-29,Desempregado
S0476,2024.2,Campus B,Presencial,Streaming Systems,Engineering,64,83.1,84.3,51.4,87.0,77.5,76.5,C,Aprovado,1,,25-29,Desempregado
S0476,2024.2,Campus B,Presencial,MLOps Foundations,ML/AI,48,83.7,84.2,74.5,66.4,84.8,74.7,C,Aprovado,1,,25-29,Desempregado
S0476,2024.1,Campus B,Online,Feature Engineering,ML/AI,64,65.8,49.4,54.1,69.9,68.3,60.7,D,Trancado,0,withdraw,25-29,Desempregado
S0476,2025.1,Campus B,Presencial,Statistics for Data,Analytics,64,99.5,87.1,52.9,70.8,96.5,72.9,C,Aprovado,1,,25-29,Desempregado
S0477,2025.1,Campus B,Híbrido,Data Engineering II,Engineering,32,94.1,77.8,81.7,74.3,100.0,79.6,C,Aprovado,1,,25-29,Desempregado
S0477,2025.1,Campus B,Presencial,Big Data & Spark,Engineering,48,93.4,50.6,73.9,86.9,100.0,75.9,C,Aprovado,1,,25-29,Desempregado
S0477,2024.1,Campus B,Presencial,Streaming Systems,Engineering,64,92.2,70.0,84.1,81.2,96.2,80.6,B,Aprovado,1,,25-29,Desempregado
S0477,2024.2,Campus B,Presencial,MLOps Foundations,ML/AI,48,84.9,72.8,76.4,69.1,83.5,73.3,C,Aprovado,1,,25-29,Desempregado
S0477,2024.1,Campus B,Presencial,Feature Engineering,ML/AI,32,83.2,72.7,86.4,96.5,86.6,87.1,B,Aprovado,1,,25-29,Desempregado
S0477,2024.1,Campus B,Online,Statistics for Data,Analytics,48,62.7,68.8,66.6,90.5,62.9,76.4,C,Reprovado,0,low_attendance,25-29,Desempregado
S0478,2024.1,Campus A,Presencial,Data Engineering II,Engineering,32,100.0,74.6,65.7,84.5,98.5,78.7,C,Aprovado,1,,45+,Meio período
S0478,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,48,87.6,72.8,76.6,71.6,82.5,74.2,C,Trancado,0,withdraw,45+,Meio período
S0478,2024.2,Campus A,Online,Streaming Systems,Engineering,48,81.3,78.2,66.5,80.9,83.1,76.8,C,Aprovado,1,,45+,Meio período
S0478,2025.1,Campus A,Híbrido,MLOps Foundations,ML/AI,48,90.6,68.2,83.3,64.4,89.0,72.5,C,Aprovado,1,,45+,Meio período
S0478,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,48,73.3,52.1,60.3,67.5,68.4,61.9,D,Reprovado,0,low_attendance,45+,Meio período
S0478,2025.1,Campus A,Presencial,Statistics for Data,Analytics,48,82.3,65.4,59.7,77.4,81.4,70.4,C,Aprovado,1,,45+,Meio período
S0479,2025.1,Campus A,Presencial,Data Engineering II,Engineering,32,76.7,60.0,78.7,70.2,82.8,71.1,C,Trancado,0,withdraw,30-34,Meio período
S0479,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,48,72.4,62.2,79.5,68.2,69.8,69.7,D,Reprovado,0,low_attendance,30-34,Meio período
S0479,2024.2,Campus A,Presencial,Streaming Systems,Engineering,32,85.0,73.7,64.6,72.0,87.0,72.1,C,Aprovado,1,,30-34,Meio período
S0479,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,64,78.4,38.1,80.1,73.1,77.1,66.5,D,Reprovado,0,low_grade,30-34,Meio período
S0479,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,32,96.0,67.4,88.6,68.5,99.0,76.3,C,Aprovado,1,,30-34,Meio período
S0479,2025.1,Campus A,Presencial,Statistics for Data,Analytics,48,74.0,53.2,66.3,84.1,74.6,71.0,C,Reprovado,0,low_attendance,30-34,Meio período
S0480,2024.1,Campus A,Presencial,Data Engineering II,Engineering,32,79.2,71.1,79.3,87.1,76.6,80.1,B,Aprovado,1,,30-34,Tempo integral
S0480,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,48,99.1,87.0,72.7,74.3,100.0,79.6,C,Aprovado,1,,30-34,Tempo integral
S0480,2025.1,Campus A,Online,Streaming Systems,Engineering,48,72.5,72.7,69.0,62.9,73.4,67.9,D,Reprovado,0,low_attendance,30-34,Tempo integral
S0480,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,48,85.4,78.0,68.7,79.0,92.3,77.5,C,Aprovado,1,,30-34,Tempo integral
S0480,2025.1,Campus A,Presencial,Feature Engineering,ML/AI,32,95.1,72.3,80.7,73.2,90.5,76.6,C,Aprovado,1,,30-34,Tempo integral
S0480,2024.1,Campus A,Presencial,Statistics for Data,Analytics,32,93.0,80.7,83.6,83.9,98.5,84.5,B,Aprovado,1,,30-34,Tempo integral
S0481,2024.1,Campus B,Híbrido,Data Engineering II,Engineering,48,92.0,66.3,76.4,77.9,90.4,75.9,C,Aprovado,1,,25-29,Tempo integral
S0481,2025.1,Campus B,Presencial,Big Data & Spark,Engineering,32,81.7,72.2,63.4,81.8,76.6,74.2,C,Aprovado,1,,25-29,Tempo integral
S0481,2025.1,Campus B,Online,Streaming Systems,Engineering,32,76.9,70.5,72.2,74.6,77.5,73.3,C,Aprovado,1,,25-29,Tempo integral
S0481,2024.1,Campus B,Online,MLOps Foundations,ML/AI,64,75.6,85.4,82.4,68.3,74.8,76.8,C,Aprovado,1,,25-29,Tempo integral
S0481,2025.1,Campus B,Presencial,Feature Engineering,ML/AI,32,87.0,80.3,76.1,88.3,88.2,83.3,B,Aprovado,1,,25-29,Tempo integral
S0481,2024.1,Campus B,Online,Statistics for Data,Analytics,32,66.7,50.6,54.8,73.1,71.4,62.8,D,Reprovado,0,low_attendance,25-29,Tempo integral
S0482,2024.1,Campus A,Online,Data Engineering II,Engineering,48,75.0,87.8,83.8,72.1,76.7,79.4,C,Reprovado,0,low_attendance,35-39,Tempo integral
S0482,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,32,85.4,71.9,66.4,72.9,76.0,71.4,C,Aprovado,1,,35-39,Tempo integral
S0482,2024.1,Campus A,Presencial,Streaming Systems,Engineering,48,77.2,90.4,72.0,62.7,76.8,73.3,C,Aprovado,1,,35-39,Tempo integral
S0482,2024.1,Campus A,Híbrido,MLOps Foundations,ML/AI,48,91.9,60.4,62.6,95.1,93.3,78.1,C,Aprovado,1,,35-39,Tempo integral
S0482,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,64,100.0,74.2,82.0,76.8,99.8,79.8,C,Aprovado,1,,35-39,Tempo integral
S0482,2024.2,Campus A,Online,Statistics for Data,Analytics,32,83.9,64.6,76.4,85.5,78.4,77.3,C,Aprovado,1,,35-39,Tempo integral
S0483,2025.1,Campus B,Online,Data Engineering II,Engineering,48,64.3,78.3,56.0,79.3,67.4,72.0,C,Reprovado,0,low_attendance,25-29,Desempregado
S0483,2024.1,Campus B,Presencial,Big Data & Spark,Engineering,48,73.9,57.9,72.4,58.5,72.7,63.2,D,Reprovado,0,low_attendance,25-29,Desempregado
S0483,2025.1,Campus B,Presencial,Streaming Systems,Engineering,32,81.4,52.9,67.6,83.3,87.7,72.2,C,Aprovado,1,,25-29,Desempregado
S0483,2024.2,Campus B,Presencial,MLOps Foundations,ML/AI,32,100.0,73.0,75.8,100.0,94.6,86.7,B,Aprovado,1,,25-29,Desempregado
S0483,2024.2,Campus B,Online,Feature Engineering,ML/AI,32,85.3,78.8,76.3,85.4,80.9,81.0,B,Aprovado,1,,25-29,Desempregado
S0483,2024.2,Campus B,Presencial,Statistics for Data,Analytics,64,82.0,87.0,74.6,74.5,73.9,77.6,C,Aprovado,1,,25-29,Desempregado
S0484,2024.2,Campus C,Presencial,Data Engineering II,Engineering,32,75.3,93.9,100.0,82.3,74.8,88.9,B,Aprovado,1,,25-29,Meio período
S0484,2024.1,Campus C,Presencial,Big Data & Spark,Engineering,32,84.8,66.5,65.4,78.9,85.5,73.1,C,Aprovado,1,,25-29,Meio período
S0484,2025.1,Campus C,Presencial,Streaming Systems,Engineering,64,93.0,70.1,93.3,49.6,96.1,70.3,C,Aprovado,1,,25-29,Meio período
S0484,2024.2,Campus C,Online,MLOps Foundations,ML/AI,64,83.6,74.3,73.5,80.7,88.0,78.0,C,Aprovado,1,,25-29,Meio período
S0484,2025.1,Campus C,Online,Feature Engineering,ML/AI,48,78.4,54.4,61.8,86.8,77.0,71.5,C,Aprovado,1,,25-29,Meio período
S0484,2025.1,Campus C,Híbrido,Statistics for Data,Analytics,32,76.0,54.8,50.2,88.0,70.4,68.5,D,Reprovado,0,low_grade,25-29,Meio período
S0485,2024.1,Campus A,Presencial,Data Engineering II,Engineering,32,69.6,70.6,100.0,84.6,68.6,83.4,B,Reprovado,0,low_attendance,20-24,Tempo integral
S0485,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,48,94.0,67.8,76.7,65.6,97.2,72.1,C,Aprovado,1,,20-24,Tempo integral
S0485,2024.1,Campus A,Presencial,Streaming Systems,Engineering,64,100.0,63.0,88.2,85.7,100.0,82.1,B,Aprovado,1,,20-24,Tempo integral
S0485,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,32,88.7,70.0,65.2,75.1,83.8,72.2,C,Aprovado,1,,20-24,Tempo integral
S0485,2025.1,Campus A,Híbrido,Feature Engineering,ML/AI,32,88.2,73.2,76.1,76.1,86.1,76.4,C,Aprovado,1,,20-24,Tempo integral
S0485,2025.1,Campus A,Presencial,Statistics for Data,Analytics,64,87.0,75.0,61.0,67.0,83.3,69.1,D,Reprovado,0,low_grade,20-24,Tempo integral
S0486,2024.1,Campus A,Online,Data Engineering II,Engineering,32,70.1,83.6,57.2,69.7,66.3,69.7,D,Reprovado,0,low_attendance,25-29,Tempo integral
S0486,2024.1,Campus A,Híbrido,Big Data & Spark,Engineering,32,84.8,67.6,77.3,75.5,80.0,74.4,C,Aprovado,1,,25-29,Tempo integral
S0486,2024.1,Campus A,Presencial,Streaming Systems,Engineering,32,74.3,56.5,63.2,82.2,68.0,69.6,D,Reprovado,0,low_attendance,25-29,Tempo integral
S0486,2024.1,Campus A,Presencial,MLOps Foundations,ML/AI,32,68.5,71.1,77.6,68.3,73.5,71.8,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0486,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,64,89.6,57.9,50.5,86.6,85.1,70.3,C,Aprovado,1,,25-29,Tempo integral
S0486,2024.2,Campus A,Presencial,Statistics for Data,Analytics,32,86.0,66.8,84.5,64.3,78.2,71.4,C,Aprovado,1,,25-29,Tempo integral
S0487,2024.2,Campus B,Presencial,Data Engineering II,Engineering,64,91.3,72.2,67.7,82.7,89.7,77.0,C,Aprovado,1,,20-24,Tempo integral
S0487,2025.1,Campus B,Online,Big Data & Spark,Engineering,32,75.8,58.5,78.4,76.5,77.6,72.6,C,Aprovado,1,,20-24,Tempo integral
S0487,2024.1,Campus B,Online,Streaming Systems,Engineering,32,66.0,82.7,59.6,79.0,68.9,74.1,C,Reprovado,0,low_attendance,20-24,Tempo integral
S0487,2024.1,Campus B,Híbrido,MLOps Foundations,ML/AI,32,82.5,77.2,96.5,68.3,79.8,78.7,C,Aprovado,1,,20-24,Tempo integral
S0487,2025.1,Campus B,Híbrido,Feature Engineering,ML/AI,32,53.8,65.8,53.1,64.0,65.8,61.9,D,Reprovado,0,low_attendance,20-24,Tempo integral
S0487,2025.1,Campus B,Presencial,Statistics for Data,Analytics,48,93.0,82.5,61.2,67.7,95.5,72.5,C,Aprovado,1,,20-24,Tempo integral
S0488,2024.1,Campus A,Online,Data Engineering II,Engineering,32,84.1,83.8,94.1,78.1,84.9,84.2,B,Aprovado,1,,45+,Tempo integral
S0488,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,48,67.1,70.9,98.9,74.1,74.3,79.5,C,Reprovado,0,low_attendance,45+,Tempo integral
S0488,2025.1,Campus A,Presencial,Streaming Systems,Engineering,32,94.2,74.7,72.7,60.7,92.4,70.4,C,Aprovado,1,,45+,Tempo integral
S0488,2024.1,Campus A,Online,MLOps Foundations,ML/AI,64,68.8,76.3,76.4,75.3,64.7,74.7,C,Reprovado,0,low_attendance,45+,Tempo integral
S0488,2024.1,Campus A,Híbrido,Feature Engineering,ML/AI,48,80.8,62.0,59.7,66.5,75.1,64.5,D,Reprovado,0,low_grade,45+,Tempo integral
S0488,2024.1,Campus A,Online,Statistics for Data,Analytics,32,100.0,75.2,76.1,74.7,100.0,77.7,C,Aprovado,1,,45+,Tempo integral
S0489,2024.2,Campus A,Presencial,Data Engineering II,Engineering,64,89.9,84.3,73.8,73.4,88.2,77.7,C,Aprovado,1,,30-34,Tempo integral
S0489,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,64,64.0,73.3,81.4,65.7,65.9,71.5,C,Reprovado,0,low_attendance,30-34,Tempo integral
S0489,2025.1,Campus A,Online,Streaming Systems,Engineering,32,82.0,72.4,59.2,68.7,81.7,68.5,D,Reprovado,0,low_grade,30-34,Tempo integral
S0489,2024.1,Campus A,Híbrido,MLOps Foundations,ML/AI,48,88.9,69.2,74.0,64.0,87.8,70.2,C,Aprovado,1,,30-34,Tempo integral
S0489,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,64,85.8,66.5,79.9,67.1,86.3,72.1,C,Aprovado,1,,30-34,Tempo integral
S0489,2025.1,Campus A,Online,Statistics for Data,Analytics,32,66.9,72.8,66.0,70.3,59.6,68.8,D,Reprovado,0,low_attendance,30-34,Tempo integral
S0490,2024.2,Campus C,Online,Data Engineering II,Engineering,32,59.0,82.9,78.0,68.4,64.1,74.0,C,Reprovado,0,low_attendance,35-39,Meio período
S0490,2024.2,Campus C,Presencial,Big Data & Spark,Engineering,32,68.9,65.1,84.7,71.8,54.2,71.6,C,Reprovado,0,low_attendance,35-39,Meio período
S0490,2024.2,Campus C,Presencial,Streaming Systems,Engineering,64,92.1,79.1,91.3,71.9,100.0,81.3,B,Aprovado,1,,35-39,Meio período
S0490,2025.1,Campus C,Presencial,MLOps Foundations,ML/AI,64,85.5,98.5,82.8,76.0,79.5,83.7,B,Aprovado,1,,35-39,Meio período
S0490,2024.2,Campus C,Híbrido,Feature Engineering,ML/AI,48,92.4,79.5,75.0,89.2,99.6,84.3,B,Aprovado,1,,35-39,Meio período
S0490,2024.2,Campus C,Presencial,Statistics for Data,Analytics,32,76.5,84.5,73.5,68.4,78.0,74.7,C,Aprovado,1,,35-39,Meio período
S0491,2025.1,Campus A,Híbrido,Data Engineering II,Engineering,32,99.5,81.5,77.6,72.8,94.5,78.3,C,Aprovado,1,,20-24,Tempo integral
S0491,2024.2,Campus A,Híbrido,Big Data & Spark,Engineering,32,93.1,68.0,65.2,79.2,92.7,74.3,C,Aprovado,1,,20-24,Tempo integral
S0491,2024.2,Campus A,Online,Streaming Systems,Engineering,32,83.4,55.9,60.0,71.0,79.1,65.3,D,Reprovado,0,low_grade,20-24,Tempo integral
S0491,2024.2,Campus A,Online,MLOps Foundations,ML/AI,64,92.3,74.5,89.8,68.7,100.0,78.6,C,Aprovado,1,,20-24,Tempo integral
S0491,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,32,87.9,67.2,71.8,62.1,83.0,67.9,D,Reprovado,0,low_grade,20-24,Tempo integral
S0491,2024.2,Campus A,Online,Statistics for Data,Analytics,32,80.0,85.9,56.4,69.4,77.5,71.1,C,Aprovado,1,,20-24,Tempo integral
S0492,2024.2,Campus A,Híbrido,Data Engineering II,Engineering,32,93.6,77.7,60.4,60.3,99.4,68.6,D,Reprovado,0,low_grade,40-44,Tempo integral
S0492,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,48,70.5,83.3,89.8,61.6,71.1,75.0,C,Reprovado,0,low_attendance,40-44,Tempo integral
S0492,2024.2,Campus A,Presencial,Streaming Systems,Engineering,48,90.8,97.1,69.5,73.1,97.9,80.7,B,Aprovado,1,,40-44,Tempo integral
S0492,2025.1,Campus A,Online,MLOps Foundations,ML/AI,32,87.6,38.6,63.0,87.7,85.0,69.0,D,Reprovado,0,low_grade,40-44,Tempo integral
S0492,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,32,83.4,78.6,77.0,67.7,76.2,73.6,C,Aprovado,1,,40-44,Tempo integral
S0492,2024.1,Campus A,Presencial,Statistics for Data,Analytics,48,83.3,85.4,58.5,67.0,87.5,71.5,C,Aprovado,1,,40-44,Tempo integral
S0493,2024.1,Campus C,Presencial,Data Engineering II,Engineering,48,93.1,63.7,81.8,77.7,86.2,76.1,C,Aprovado,1,,35-39,Tempo integral
S0493,2024.2,Campus C,Presencial,Big Data & Spark,Engineering,48,82.7,81.0,42.6,75.0,85.8,69.5,D,Reprovado,0,low_grade,35-39,Tempo integral
S0493,2025.1,Campus C,Presencial,Streaming Systems,Engineering,48,85.4,65.8,58.4,89.7,85.6,75.5,C,Aprovado,1,,35-39,Tempo integral
S0493,2025.1,Campus C,Online,MLOps Foundations,ML/AI,48,85.9,61.5,80.4,66.8,93.9,71.6,C,Aprovado,1,,35-39,Tempo integral
S0493,2025.1,Campus C,Presencial,Feature Engineering,ML/AI,48,79.5,70.0,100.0,65.3,71.0,75.7,C,Aprovado,1,,35-39,Tempo integral
S0493,2024.1,Campus C,Presencial,Statistics for Data,Analytics,48,72.6,68.1,80.2,71.4,73.6,73.0,C,Reprovado,0,low_attendance,35-39,Tempo integral
S0494,2024.1,Campus A,Presencial,Data Engineering II,Engineering,32,87.6,94.3,100.0,66.0,89.9,84.0,B,Aprovado,1,,35-39,Desempregado
S0494,2025.1,Campus A,Online,Big Data & Spark,Engineering,32,77.1,78.5,56.4,100.0,78.5,81.6,B,Aprovado,1,,35-39,Desempregado
S0494,2024.2,Campus A,Presencial,Streaming Systems,Engineering,32,100.0,57.7,69.7,72.6,100.0,70.9,C,Aprovado,1,,35-39,Desempregado
S0494,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,32,74.1,81.5,78.1,67.0,77.6,74.5,C,Reprovado,0,low_attendance,35-39,Desempregado
S0494,2024.1,Campus A,Online,Feature Engineering,ML/AI,48,80.8,82.2,69.3,66.8,80.4,72.7,C,Aprovado,1,,35-39,Desempregado
S0494,2024.1,Campus A,Online,Statistics for Data,Analytics,32,97.6,74.5,66.5,87.8,100.0,80.4,B,Aprovado,1,,35-39,Desempregado
S0495,2024.1,Campus C,Presencial,Data Engineering II,Engineering,32,93.2,99.1,72.5,69.7,90.6,79.8,C,Aprovado,1,,30-34,Meio período
S0495,2024.2,Campus C,Presencial,Big Data & Spark,Engineering,32,77.0,74.4,72.9,76.3,85.7,75.9,C,Aprovado,1,,30-34,Meio período
S0495,2025.1,Campus C,Presencial,Streaming Systems,Engineering,48,68.9,96.0,65.6,67.8,70.1,74.5,C,Reprovado,0,low_attendance,30-34,Meio período
S0495,2024.2,Campus C,Online,MLOps Foundations,ML/AI,64,80.5,92.0,65.3,86.7,78.6,81.9,B,Aprovado,1,,30-34,Meio período
S0495,2025.1,Campus C,Presencial,Feature Engineering,ML/AI,32,85.6,59.9,53.7,75.7,80.8,66.7,D,Reprovado,0,low_grade,30-34,Meio período
S0495,2024.1,Campus C,Presencial,Statistics for Data,Analytics,48,96.3,61.3,73.2,76.1,100.0,74.1,C,Aprovado,1,,30-34,Meio período
S0496,2025.1,Campus C,Híbrido,Data Engineering II,Engineering,64,80.7,90.8,64.4,87.8,87.2,82.7,B,Aprovado,1,,35-39,Tempo integral
S0496,2024.1,Campus C,Presencial,Big Data & Spark,Engineering,48,76.0,73.1,48.2,82.6,80.1,71.4,C,Aprovado,1,,35-39,Tempo integral
S0496,2024.1,Campus C,Presencial,Streaming Systems,Engineering,48,83.3,58.8,62.2,73.1,79.1,67.4,D,Reprovado,0,low_grade,35-39,Tempo integral
S0496,2024.2,Campus C,Presencial,MLOps Foundations,ML/AI,32,79.3,77.2,85.4,78.5,79.5,80.0,B,Aprovado,1,,35-39,Tempo integral
S0496,2025.1,Campus C,Presencial,Feature Engineering,ML/AI,32,100.0,100.0,82.8,65.9,100.0,82.1,B,Aprovado,1,,35-39,Tempo integral
S0496,2025.1,Campus C,Presencial,Statistics for Data,Analytics,64,82.7,72.2,65.7,86.0,81.8,77.1,C,Aprovado,1,,35-39,Tempo integral
S0497,2024.1,Campus C,Presencial,Data Engineering II,Engineering,32,100.0,73.3,71.9,75.5,100.0,76.5,C,Aprovado,1,,35-39,Tempo integral
S0497,2025.1,Campus C,Híbrido,Big Data & Spark,Engineering,48,90.6,84.8,70.0,88.7,92.4,83.4,B,Aprovado,1,,35-39,Tempo integral
S0497,2024.2,Campus C,Online,Streaming Systems,Engineering,32,84.0,75.0,78.5,85.0,81.5,80.5,B,Aprovado,1,,35-39,Tempo integral
S0497,2024.2,Campus C,Online,MLOps Foundations,ML/AI,32,82.9,62.5,63.0,80.6,83.3,71.9,C,Aprovado,1,,35-39,Tempo integral
S0497,2024.1,Campus C,Presencial,Feature Engineering,ML/AI,32,98.5,68.8,72.4,78.1,94.1,76.0,C,Aprovado,1,,35-39,Tempo integral
S0497,2025.1,Campus C,Online,Statistics for Data,Analytics,48,67.8,51.4,77.4,78.2,69.9,70.5,C,Reprovado,0,low_attendance,35-39,Tempo integral
S0498,2024.1,Campus A,Presencial,Data Engineering II,Engineering,32,92.6,86.8,70.8,72.5,89.3,77.3,C,Aprovado,1,,20-24,Meio período
S0498,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,48,83.2,48.1,68.9,91.4,79.8,73.8,C,Aprovado,1,,20-24,Meio período
S0498,2024.1,Campus A,Híbrido,Streaming Systems,Engineering,32,84.0,89.5,62.5,74.1,87.8,76.4,C,Aprovado,1,,20-24,Meio período
S0498,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,32,79.9,60.2,86.4,78.6,77.7,75.8,C,Aprovado,1,,20-24,Meio período
S0498,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,48,81.3,69.8,75.8,92.1,77.2,81.0,B,Trancado,0,withdraw,20-24,Meio período
S0498,2024.2,Campus A,Presencial,Statistics for Data,Analytics,48,70.5,87.6,85.9,78.4,76.5,82.4,B,Reprovado,0,low_attendance,20-24,Meio período
S0499,2025.1,Campus B,Presencial,Data Engineering II,Engineering,64,80.9,100.0,75.5,76.4,77.4,82.2,B,Aprovado,1,,25-29,Tempo integral
S0499,2025.1,Campus B,Online,Big Data & Spark,Engineering,48,77.4,64.9,73.5,68.5,78.9,69.9,D,Reprovado,0,low_grade,25-29,Tempo integral
S0499,2024.1,Campus B,Presencial,Streaming Systems,Engineering,32,91.3,93.3,77.6,69.5,84.5,79.0,C,Trancado,0,withdraw,25-29,Tempo integral
S0499,2025.1,Campus B,Online,MLOps Foundations,ML/AI,32,62.8,77.5,68.0,67.4,58.5,69.2,D,Reprovado,0,low_attendance,25-29,Tempo integral
S0499,2025.1,Campus B,Presencial,Feature Engineering,ML/AI,64,80.9,88.8,73.6,61.5,92.5,74.5,C,Aprovado,1,,25-29,Tempo integral
S0499,2024.2,Campus B,Presencial,Statistics for Data,Analytics,48,75.6,55.2,59.4,63.9,75.6,61.8,D,Reprovado,0,low_grade,25-29,Tempo integral
S0500,2025.1,Campus C,Online,Data Engineering II,Engineering,32,88.5,74.3,63.3,80.1,89.5,75.4,C,Aprovado,1,,25-29,Tempo integral
S0500,2025.1,Campus C,Presencial,Big Data & Spark,Engineering,48,85.1,60.4,79.2,77.8,83.2,74.4,C,Aprovado,1,,25-29,Tempo integral
S0500,2024.2,Campus C,Presencial,Streaming Systems,Engineering,32,84.4,77.0,65.1,82.5,82.0,76.7,C,Aprovado,1,,25-29,Tempo integral
S0500,2024.2,Campus C,Presencial,MLOps Foundations,ML/AI,48,81.4,81.9,100.0,87.6,88.1,89.3,B,Aprovado,1,,25-29,Tempo integral
S0500,2024.2,Campus C,Presencial,Feature Engineering,ML/AI,48,89.5,97.3,60.7,87.9,91.6,83.8,B,Aprovado,1,,25-29,Tempo integral
S0500,2024.2,Campus C,Presencial,Statistics for Data,Analytics,32,77.9,65.3,72.0,59.9,76.3,65.9,D,Reprovado,0,low_grade,25-29,Tempo integral
S0501,2024.2,Campus A,Presencial,Data Engineering II,Engineering,48,96.2,79.4,83.2,65.7,96.8,76.6,C,Aprovado,1,,30-34,Tempo integral
